Restaurant,City,State,Item,Price,Image
Paul French Bakery & Cafe,Washington,DC,Iced Americano,$3.99+,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-57115000000000000/menu/items/5/item-100000006486145055_1672765517.png?size=medium
Paul French Bakery & Cafe,Washington,DC,Iced Cappuccino,$5.99+,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-57115000000000000/menu/items/9/item-100000005573121569_1672765584.png?size=medium
Paul French Bakery & Cafe,Washington,DC,Iced Latte,$5.99+,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-57115000000000000/menu/items/1/item-100000005573121571_1672766084.png?size=medium
Paul French Bakery & Cafe,Washington,DC,Iced Matcha Latte 16 oz,$5.99,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-57115000000000000/menu/items/6/item-100000005573121876_1672764921.png?size=medium
Paul French Bakery & Cafe,Washington,DC,Iced Mochaccino,$5.99+,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-57115000000000000/menu/items/5/item-100000005573121575_1672765966.png?size=medium
Paul French Bakery & Cafe,Washington,DC,Iced Chai Latte,$5.99+,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-57115000000000000/menu/items/1/item-100000007372327431_1672765548.png?size=medium
Paul French Bakery & Cafe,Washington,DC,Americano,$3.49+,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-57115000000000000/menu/items/4/item-100000005573121864_1672764015.png?size=medium
Paul French Bakery & Cafe,Washington,DC,Cafe Au Lait,$5.99+,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-57130000000000000/menu/items/0/item-100000005573121870_1672951016.jpg?size=medium
Paul French Bakery & Cafe,Washington,DC,Cafe Latte,$5.99+,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-57115000000000000/menu/items/6/item-100000005573121876_1672764921.png?size=medium
Paul French Bakery & Cafe,Washington,DC,Cappuccino,$5.99+,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-57115000000000000/menu/items/2/item-100000005573121882_1672763982.png?size=medium
Paul French Bakery & Cafe,Washington,DC,Flat White,$5.99+,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-57115000000000000/menu/items/8/item-100000005573121898_1672932579.png?size=medium
Paul French Bakery & Cafe,Washington,DC,Espresso Single,$3.99,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-57115000000000000/menu/items/4/item-100000005573121894_1672764703.png?size=medium
Paul French Bakery & Cafe,Washington,DC,Espresso Double,$4.99,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-57115000000000000/menu/items/4/item-100000005573121894_1672764703.png?size=medium
Paul French Bakery & Cafe,Washington,DC,Hot Tea Take out,$4.49,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-57115000000000000/menu/items/0/item-100000005573121900_1672765172.png?size=medium
Paul French Bakery & Cafe,Washington,DC,Lavazza Brewed Coffee,$3.49+,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-57115000000000000/menu/items/8/item-100000005573121888_1672932612.png?size=medium
Paul French Bakery & Cafe,Washington,DC,Macchiato,$3.99+,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-57115000000000000/menu/items/2/item-100000005573121902_1672841917.png?size=medium
Paul French Bakery & Cafe,Washington,DC,Mochaccino,$5.99+,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-57115000000000000/menu/items/6/item-100000005573121906_1672765052.png?size=medium
Paul French Bakery & Cafe,Washington,DC,Matcha Latte 16 OZ,$5.99,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-57115000000000000/menu/items/6/item-100000005573121876_1672764921.png?size=medium
Paul French Bakery & Cafe,Washington,DC,Chai Latte,$5.99+,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-57115000000000000/menu/items/8/item-100000008881622038_1672764576.png?size=medium
Paul French Bakery & Cafe,Washington,DC,PAUL Fresh Lemonade,$5.99,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-57115000000000000/menu/items/8/item-100000021882080878_1687959728.png?size=medium
Paul French Bakery & Cafe,Washington,DC,PAUL Fresh Squeezed OJ 12 oz,$6.99,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-57115000000000000/menu/items/8/item-100000005573122008_1686149237.png?size=medium
Paul French Bakery & Cafe,Washington,DC,Coca Cola 20oz.,$3.99,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-57115000000000000/menu/items/2/item-100000020543957152_1672768472.png?size=medium
Paul French Bakery & Cafe,Washington,DC,Diet Coke 20oz,$3.99,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-57115000000000000/menu/items/8/item-100000005573121588_1672768444.png?size=medium
Paul French Bakery & Cafe,Washington,DC,Sprite 20oz,$3.49,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-57115000000000000/menu/items/4/item-100000005573122014_1672768498.png?size=medium
Paul French Bakery & Cafe,Washington,DC,Dasani Water,$3.99,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-57115000000000000/menu/items/6/item-100000013130039686_1672768809.png?size=medium
Paul French Bakery & Cafe,Washington,DC,Evian Water,$4.59,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-57115000000000000/menu/items/0/item-100000005573121590_1672768414.png?size=medium
Paul French Bakery & Cafe,Washington,DC,Perrier 500ml Reg,$4.29,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-57115000000000000/menu/items/9/item-100000020753335359_1672767682.png?size=medium
Paul French Bakery & Cafe,Washington,DC,Perrier 500ml Lime,$4.29,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-57115000000000000/menu/items/2/item-100000005573122012_1672767659.png?size=medium
Paul French Bakery & Cafe,Washington,DC,Horizon Chocolate Milk 8oz,$3.99,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-57115000000000000/menu/items/8/item-100000005573121598_1673549206.png?size=medium
Paul French Bakery & Cafe,Washington,DC,Horizon Whole Milk 8oz,$3.99,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-57115000000000000/menu/items/0/item-100000005573122000_1672769208.png?size=medium
Paul French Bakery & Cafe,Washington,DC,La Croix Mango,$2.99,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-57115000000000000/menu/items/4/item-100000021882080874_1672768341.png?size=medium
Paul French Bakery & Cafe,Washington,DC,La Croix Passion Fruit,$2.99,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-57115000000000000/menu/items/2/item-100000021882080872_1672768308.png?size=medium
Paul French Bakery & Cafe,Washington,DC,La Croix Peach Pear,$2.99,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-57115000000000000/menu/items/6/item-100000021882080876_1672768277.png?size=medium
Paul French Bakery & Cafe,Washington,DC,La Croix Tangerine,$2.99,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-57115000000000000/menu/items/0/item-100000021882080870_1672768241.png?size=medium
Paul French Bakery & Cafe,Washington,DC,Minute Maid Apple Juice 12oz,$3.79,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-57115000000000000/menu/items/5/item-100000013132143135_1672768214.png?size=medium
Paul French Bakery & Cafe,Washington,DC,Minute Maid Orange Juice 12oz,$3.79,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-57115000000000000/menu/items/2/item-100000013132059592_1672768187.png?size=medium
Paul French Bakery & Cafe,Washington,DC,Smart Water,$4.59,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-57115000000000000/menu/items/3/item-100000013129945333_1672768389.png?size=medium
Paul French Bakery & Cafe,Washington,DC,Vitamin Water Dragon,$3.99,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-57115000000000000/menu/items/9/item-100000013131080689_1672767738.png?size=medium
Paul French Bakery & Cafe,Washington,DC,Vitamin Water Lemon,$3.99,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-57115000000000000/menu/items/7/item-100000013131013337_1672767707.png?size=medium
Paul French Bakery & Cafe,Washington,DC,Diet Coca Cola Can,$2.29,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-57115000000000000/menu/items/4/item-100000021882080884_1672768785.png?size=medium
Paul French Bakery & Cafe,Washington,DC,Coca Cola Can,$2.29,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-57115000000000000/menu/items/2/item-100000021882080882_1672768732.png?size=medium
Paul French Bakery & Cafe,Washington,DC,Coca Cola Zero Can,$2.29,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-57115000000000000/menu/items/8/item-100000021882080888_1672768757.png?size=medium
Paul French Bakery & Cafe,Washington,DC,Sprite Can,$2.29,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-57115000000000000/menu/items/6/item-100000021882080886_1672768838.png?size=medium
Paul French Bakery & Cafe,Washington,DC,La Croix Tangerine,$2.99,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-57115000000000000/menu/items/0/item-100000021882080870_1672768241.png?size=medium
Paul French Bakery & Cafe,Washington,DC,La Croix Passion Fruit,$2.99,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-57115000000000000/menu/items/2/item-100000021882080872_1672768308.png?size=medium
Paul French Bakery & Cafe,Washington,DC,La Croix Mango,$2.99,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-57115000000000000/menu/items/4/item-100000021882080874_1672768341.png?size=medium
Paul French Bakery & Cafe,Washington,DC,La Croix Peach Pear,$2.99,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-57115000000000000/menu/items/6/item-100000021882080876_1672768277.png?size=medium
Paul French Bakery & Cafe,Washington,DC,Iced Black Tea 20 Oz,$3.99,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-57115000000000000/menu/items/5/item-100000005573121565_1672767078.png?size=medium
Paul French Bakery & Cafe,Washington,DC,Iced Green Tea 20 oz,$4.99,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-57115000000000000/menu/items/4/item-100000006324817314_1672767050.png?size=medium
Paul French Bakery & Cafe,Washington,DC,Iced Passionfruit Green Tea 20 Oz,$5.99,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-57115000000000000/menu/items/3/item-100000007655068843_1672766729.png?size=medium
Paul French Bakery & Cafe,Washington,DC,Iced Peach Green Tea 20 oz,$4.99,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-57115000000000000/menu/items/8/item-100000007655073628_1672766757.png?size=medium
Paul French Bakery & Cafe,Washington,DC,Iced Tropical Red Fruit Tea 20 0z,$4.99,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-57115000000000000/menu/items/0/item-100000006324896630_1672766783.png?size=medium
Paul French Bakery & Cafe,Washington,DC,PAUL Half & Half Iced Tea,$5.99,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-57115000000000000/menu/items/7/item-100000022142154717_1686148492.png?size=medium
Paul French Bakery & Cafe,Washington,DC,PAUL Fresh Lemonade,$5.99,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-57115000000000000/menu/items/8/item-100000021882080878_1687959728.png?size=medium
Paul French Bakery & Cafe,Washington,DC,PAUL Fresh Squeezed OJ 12 oz,$6.99,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-57115000000000000/menu/items/8/item-100000005573122008_1686149237.png?size=medium
Roti Mediterranean Bowls  Salads & Pitas,Washington,DC,Mezze Protein Greens & Grains,$19.95,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-179109000000000000/menu/items/9/item-900000001153983319_1699583521.png?size=medium
Roti Mediterranean Bowls  Salads & Pitas,Washington,DC,Kids Rice Bowl,$5.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-182753000000000000/menu/items/9/item-900000001053302959_1699587547.png?size=medium
Roti Mediterranean Bowls  Salads & Pitas,Washington,DC,Kids Pita,$5.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-182753000000000000/menu/items/1/item-900000001053302961_1699588050.png?size=medium
Roti Mediterranean Bowls  Salads & Pitas,Washington,DC,Family Feast,$54.50,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-182753000000000000/menu/items/2/item-900000000681077142_1699513037.png?size=medium
Roti Mediterranean Bowls  Salads & Pitas,Washington,DC,BIG Family Feast,$94.50,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-182753000000000000/menu/items/4/item-900000000681077144_1699513097.png?size=medium
Roti Mediterranean Bowls  Salads & Pitas,Washington,DC,Mediterranean Yogurt with Pita,$5.95,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-179109000000000000/menu/items/7/item-900000001172582857_1699669766.png?size=medium
Roti Mediterranean Bowls  Salads & Pitas,Washington,DC,Hummus with Pita,$5.95,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-179109000000000000/menu/items/9/item-900000001172582859_1699669827.png?size=medium
Roti Mediterranean Bowls  Salads & Pitas,Washington,DC,Spicy Feta with Pita,$5.95,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-179109000000000000/menu/items/1/item-900000001172582861_1699669866.png?size=medium
Roti Mediterranean Bowls  Salads & Pitas,Washington,DC,Falafel,$2.25,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-179111000000000000/menu/items/5/item-900000000681077255_1698256489.png?size=medium
Roti Mediterranean Bowls  Salads & Pitas,Washington,DC,Purple Cabbage,$2.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-179109000000000000/menu/items/7/item-900000000681077257_1698770099.png?size=medium
Roti Mediterranean Bowls  Salads & Pitas,Washington,DC,Curried Carrots,$2.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-179109000000000000/menu/items/9/item-900000000681077259_1698771578.png?size=medium
Roti Mediterranean Bowls  Salads & Pitas,Washington,DC,Lemony Brussels Sprouts,$2.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-182753000000000000/menu/items/5/item-900000001155075155_1699590533.png?size=medium
Roti Mediterranean Bowls  Salads & Pitas,Washington,DC,Chickpea Salad,$2.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-182753000000000000/menu/items/3/item-900000000681077263_1699590740.png?size=medium
Roti Mediterranean Bowls  Salads & Pitas,Washington,DC,Persian Cucumbers,$2.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-179109000000000000/menu/items/5/item-900000000681077265_1698770144.png?size=medium
Roti Mediterranean Bowls  Salads & Pitas,Washington,DC,Grape Tomatoes,$2.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-179109000000000000/menu/items/8/item-900000000681077268_1698770166.png?size=medium
Roti Mediterranean Bowls  Salads & Pitas,Washington,DC,Regular Pita,$0.50,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-179109000000000000/menu/items/0/item-900000000681077270_1698770188.png?size=medium
Roti Mediterranean Bowls  Salads & Pitas,Washington,DC,Gluten-free Pita,$2.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-179109000000000000/menu/items/2/item-900000000681077272_1698770206.png?size=medium
Roti Mediterranean Bowls  Salads & Pitas,Washington,DC,Saffron Rice,$2.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-179109000000000000/menu/items/4/item-900000000681077274_1698770234.png?size=medium
Roti Mediterranean Bowls  Salads & Pitas,Washington,DC,Cauliflower Rice,$2.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-179109000000000000/menu/items/6/item-900000000681077276_1698770258.png?size=medium
Roti Mediterranean Bowls  Salads & Pitas,Washington,DC,Organic Juices & Teas,$2.95,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-179109000000000000/menu/items/0/item-900000000681077290_1698771137.png?size=medium
Roti Mediterranean Bowls  Salads & Pitas,Washington,DC,Sodas,$2.95,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-179109000000000000/menu/items/2/item-900000000681077292_1698771223.png?size=medium
Roti Mediterranean Bowls  Salads & Pitas,Washington,DC,Bai® Brasilia Blueberry,$2.95,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-182753000000000000/menu/items/9/item-900000001155533889_1699592810.png?size=medium
Roti Mediterranean Bowls  Salads & Pitas,Washington,DC,Bai® Molokai Coconut,$2.95,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-182753000000000000/menu/items/1/item-900000001155533891_1699592820.png?size=medium
Roti Mediterranean Bowls  Salads & Pitas,Washington,DC,Roti Spring Water (REGULAR),$2.50,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-187680000000000000/menu/items/3/item-900000001155533893_1704213200.png?size=medium
Roti Mediterranean Bowls  Salads & Pitas,Washington,DC,Roti Spring Water (LARGE),$3.50,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-187680000000000000/menu/items/5/item-900000001155533895_1704213247.png?size=medium
Roti Mediterranean Bowls  Salads & Pitas,Washington,DC,Bottled Water,$1.95,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-179109000000000000/menu/items/6/item-900000000681077406_1698771627.png?size=medium
Roti Mediterranean Bowls  Salads & Pitas,Washington,DC,smartwater®,$2.85,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-179109000000000000/menu/items/4/item-900000000681077404_1698771613.png?size=medium
Roti Mediterranean Bowls  Salads & Pitas,Washington,DC,Sanpellegrino® Aranciata Rossa,$2.50,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-179109000000000000/menu/items/4/item-900000000681077294_1698771249.png?size=medium
