Restaurant,City,State,Item,Price,Image
Coco Lezzone,Washington,DC,CRÈME BRÛLÉE & BERRIES,$12.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-173568000000000000/menu/items/1/item-900000001755047331_1702775822.jpg?size=medium
Coco Lezzone,Washington,DC,CHEESECAKE BRÛLÉE,$12.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-173568000000000000/menu/items/7/item-900000001758019697_1702781543.jpg?size=medium
Coco Lezzone,Washington,DC,COPPA PISTACHIO,$12.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-173568000000000000/menu/items/5/item-900000001755380965_1702776731.jpg?size=medium
Coco Lezzone,Washington,DC,COPPA STRACCIATELLA,$12.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-173568000000000000/menu/items/7/item-900000001755380967_1702776781.jpg?size=medium
Coco Lezzone,Washington,DC,COPPA STRAWBERRIES AND CARAMEL,$12.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-173568000000000000/menu/items/9/item-900000001755380969_1702776829.jpg?size=medium
Coco Lezzone,Washington,DC,COPPA RASPBERRIES & CREAM,$12.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-173568000000000000/menu/items/1/item-900000001755380971_1702776873.jpg?size=medium
Coco Lezzone,Washington,DC,BLANCA,$12.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-173568000000000000/menu/items/8/item-900000001756422708_1702779670.png?size=medium
Coco Lezzone,Washington,DC,TORTA NOCCIOLA,$12.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-173568000000000000/menu/items/6/item-900000001757264206_1702779762.jpg?size=medium
Coco Lezzone,Washington,DC,CROSTATA DI PERE,$12.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-173568000000000000/menu/items/0/item-900000001757300170_1702779833.jpg?size=medium
Coco Lezzone,Washington,DC,MOUSSE AL CIOCCOLATO,$12.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-173568000000000000/menu/items/8/item-900000001757337818_1702779906.jpg?size=medium
Coco Lezzone,Washington,DC,CARAMEL APPLE & WALNUT,$12.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-173568000000000000/menu/items/4/item-900000001757376024_1702779987.jpg?size=medium
Coco Lezzone,Washington,DC,RICOTTA E PISTACHI0,$12.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-173568000000000000/menu/items/9/item-900000001757429879_1702780115.jpg?size=medium
Coco Lezzone,Washington,DC,TORTA DELLA NONNA,$12.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-173568000000000000/menu/items/3/item-900000001758398743_1702782399.jpg?size=medium
Coco Lezzone,Washington,DC,RUBINO,$12.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-173568000000000000/menu/items/2/item-900000001758132732_1702781727.jpg?size=medium
Coco Lezzone,Washington,DC,CHEESECAKE ALLE FRAGOLE,$12.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-173568000000000000/menu/items/3/item-900000001758476433_1702782582.jpg?size=medium
Coco Lezzone,Washington,DC,CANNOLI ALLA SICILIANA,$12.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-173568000000000000/menu/items/5/item-900000001758668325_1702783132.jpg?size=medium
Coco Lezzone,Washington,DC,BAKLAWA PISTACHIO,$12.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-173568000000000000/menu/items/0/item-900000001758744710_1702783486.jpg?size=medium
Coco Lezzone,Washington,DC,BAKLAWA FINGERS,$12.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-173568000000000000/menu/items/2/item-900000001758744712_1702783577.jpg?size=medium
Paul French Bakery & Cafe,Washington,DC,1/2 Croque Monsieur & Tomato Soup,$10.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-57138000000000000/menu/items/4/item-100000007657663054_1672927650.png?size=medium
Paul French Bakery & Cafe,Washington,DC,Paris Ham & Cheese Sandwich,$10.99,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-57115000000000000/menu/items/8/item-100000020893376838_1672769770.jpg?size=medium
Paul French Bakery & Cafe,Washington,DC,Strawberry Tartlet,$8.99,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-57115000000000000/menu/items/7/item-100000005573122197_1674594076.png?size=medium
Paul French Bakery & Cafe,Washington,DC,Eggs Benedict w/ Avocado,$19.99,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-57130000000000000/menu/items/2/item-100000005573121422_1597690616.jpg?size=medium
Paul French Bakery & Cafe,Washington,DC,Eggs Benedict w/ Salmon,$16.99,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-57115000000000000/menu/items/0/item-100000005573121420_1672842580.jpg?size=medium
Paul French Bakery & Cafe,Washington,DC,Eggs Benedict w/ Paris Ham,$15.99,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-57134000000000000/menu/items/8/item-100000005573121418_1672952773.jpg?size=medium
Paul French Bakery & Cafe,Washington,DC,Eggs Benedict w/ Spinach,$15.99,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-57115000000000000/menu/items/2/item-100000005573121422_1672842366.jpg?size=medium
Paul French Bakery & Cafe,Washington,DC,Crêpes - Mixed Berry & Chocolate,$7.99,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-57115000000000000/menu/items/4/item-100000031205401314_1688398196.png?size=medium
Paul French Bakery & Cafe,Washington,DC,Omelette,$14.99,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-57115000000000000/menu/items/6/item-100000005573121426_1672842171.jpg?size=medium
Paul French Bakery & Cafe,Washington,DC,Egg White Omelette,$14.99,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-57115000000000000/menu/items/8/item-100000005573121428_1672842668.jpg?size=medium
Paul French Bakery & Cafe,Washington,DC,Egg White Omelette Vegetarian,$14.99,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-57115000000000000/menu/items/7/item-100000012030911147_1672842775.jpg?size=medium
Paul French Bakery & Cafe,Washington,DC,Vegetarian Omelette,$14.99,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-57115000000000000/menu/items/6/item-100000012030810796_1672842476.jpg?size=medium
Paul French Bakery & Cafe,Washington,DC,Scrambled Eggs,$12.99,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-57115000000000000/menu/items/0/item-100000005573121430_1672930012.png?size=medium
Paul French Bakery & Cafe,Washington,DC,Fried Eggs,$12.99,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-57115000000000000/menu/items/4/item-100000005573121424_1672842430.jpg?size=medium
Paul French Bakery & Cafe,Washington,DC,Vegan Avocado Croissant,$8.99,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-57115000000000000/menu/items/3/item-100000029262748153_1689880254.png?size=medium
Paul French Bakery & Cafe,Washington,DC,Custom Croissant - Made Your Way !,$4.29,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-57115000000000000/menu/items/7/item-100000018689836917_1673630180.jpg?size=medium
Paul French Bakery & Cafe,Washington,DC,Ham & Cheese Croissant,$7.99,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-57115000000000000/menu/items/0/item-100000005573121410_1672771192.png?size=medium
Paul French Bakery & Cafe,Washington,DC,Ham, Egg & Cheese Croissant,$8.99,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-57115000000000000/menu/items/6/item-100000005573121416_1673628951.png?size=medium
Paul French Bakery & Cafe,Washington,DC,Scrambled Egg & Cheese Croissant,$7.99,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-57115000000000000/menu/items/9/item-100000022939653529_1673628893.png?size=medium
Paul French Bakery & Cafe,Washington,DC,Sausage, Egg & Cheese Croissant,$8.99,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-57115000000000000/menu/items/2/item-100000005573121412_1685117671.png?size=medium
Paul French Bakery & Cafe,Washington,DC,Salmon & Egg Croissant,$9.99,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-57115000000000000/menu/items/4/item-100000005573121414_1672770558.png?size=medium
Paul French Bakery & Cafe,Washington,DC,Side of Sausage,$3.99,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-57115000000000000/menu/items/7/item-100000022066304267_1685118291.png?size=medium
Paul French Bakery & Cafe,Washington,DC,Side of Bacon,$2.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-57115000000000000/menu/items/2/item-100000005573121402_1672842336.jpg?size=medium
Paul French Bakery & Cafe,Washington,DC,1/2 Flute with Jam,$7.99,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-57115000000000000/menu/items/5/item-100000005573121355_1672932094.png?size=medium
Paul French Bakery & Cafe,Washington,DC,Made To Order Salad,$11.99,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-57115000000000000/menu/items/2/item-100000007989077522_1683562388.png?size=medium
Paul French Bakery & Cafe,Washington,DC,Smoked Salmon Avocado Salad,$14.99,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-57115000000000000/menu/items/4/item-100000005573122144_1683125246.png?size=medium
Paul French Bakery & Cafe,Washington,DC,Chicken Cobb Salad,$14.99,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-57115000000000000/menu/items/0/item-100000007657414480_1683124949.png?size=medium
Paul French Bakery & Cafe,Washington,DC,Chicken & Apple Salad,$12.99,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-57115000000000000/menu/items/6/item-100000005573122136_1683561837.png?size=medium
Paul French Bakery & Cafe,Washington,DC,Tuna Niçoise Salad,$12.99,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-57115000000000000/menu/items/6/item-100000005573122146_1685112354.png?size=medium
Paul French Bakery & Cafe,Washington,DC,Chicken Caesar Salad,$12.99,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-57115000000000000/menu/items/7/item-100000007657414477_1683125111.png?size=medium
Paul French Bakery & Cafe,Washington,DC,Garden Side Salad,$5.99,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-57115000000000000/menu/items/8/item-100000005573122138_1685113933.png?size=medium
Paul French Bakery & Cafe,Washington,DC,Pesto Pasta Salad Cup,$7.99,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-57115000000000000/menu/items/3/item-100000029774465423_1684945340.jpg?size=medium
Paul French Bakery & Cafe,Washington,DC,Mediterranean Salad,$12.99,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-57115000000000000/menu/items/2/item-100000029858693652_1685112142.png?size=medium
Paul French Bakery & Cafe,Washington,DC,Greek Salad,$10.99,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-57115000000000000/menu/items/4/item-100000029858693654_1684944813.png?size=medium
Paul French Bakery & Cafe,Washington,DC,Vegan Avocado Croissant,$8.99,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-57115000000000000/menu/items/3/item-100000029262748153_1689880254.png?size=medium
Paul French Bakery & Cafe,Washington,DC,Custom Croissant - Made Your Way !,$4.29,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-57115000000000000/menu/items/7/item-100000018689836917_1673630180.jpg?size=medium
Paul French Bakery & Cafe,Washington,DC,Ham & Cheese Croissant,$7.99,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-57115000000000000/menu/items/0/item-100000005573121410_1672771192.png?size=medium
Paul French Bakery & Cafe,Washington,DC,Ham, Egg & Cheese Croissant,$8.99,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-57115000000000000/menu/items/6/item-100000005573121416_1673628951.png?size=medium
Paul French Bakery & Cafe,Washington,DC,Sausage, Egg & Cheese Croissant,$8.99,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-57115000000000000/menu/items/2/item-100000005573121412_1685117671.png?size=medium
Paul French Bakery & Cafe,Washington,DC,Scrambled Egg & Cheese Croissant,$7.99,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-57115000000000000/menu/items/9/item-100000022939653529_1673628893.png?size=medium
Paul French Bakery & Cafe,Washington,DC,Ham, Egg & Cheese Baguette,$9.99,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-57115000000000000/menu/items/4/item-100000005573121404_1672770389.png?size=medium
Paul French Bakery & Cafe,Washington,DC,Salmon & Egg Croissant,$9.99,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-57115000000000000/menu/items/4/item-100000005573121414_1672770558.png?size=medium
Paul French Bakery & Cafe,Washington,DC,1/2 Flute with Jam,$7.99,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-57115000000000000/menu/items/5/item-100000005573121355_1672932094.png?size=medium
Paul French Bakery & Cafe,Washington,DC,Custom Baguette - Made Your Way,$7.99,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-57115000000000000/menu/items/2/item-100000019625454832_1673630084.jpg?size=medium
Paul French Bakery & Cafe,Washington,DC,Turkey Panini,$9.99,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-57115000000000000/menu/items/8/item-100000024311417808_1685130906.png?size=medium
Paul French Bakery & Cafe,Washington,DC,Tomato & Mozzarella Panini (V),$9.99,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-57115000000000000/menu/items/2/item-100000020893376842_1685129514.png?size=medium
Paul French Bakery & Cafe,Washington,DC,Smoked Salmon Multi Seed Sandwich,$13.99,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-57115000000000000/menu/items/0/item-100000020893376840_1672769871.jpg?size=medium
Paul French Bakery & Cafe,Washington,DC,Paris Ham & Cheese Sandwich,$10.99,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-57115000000000000/menu/items/8/item-100000020893376838_1672769770.jpg?size=medium
Paul French Bakery & Cafe,Washington,DC,Chicken Tomato & Mozzarella on Poppy Seed Baguette,$12.99,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-57115000000000000/menu/items/8/item-100000020893376848_1672769743.jpg?size=medium
Paul French Bakery & Cafe,Washington,DC,Albacore Tuna Sandwich,$12.99,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-57115000000000000/menu/items/4/item-100000020893376844_1672769847.jpg?size=medium
Paul French Bakery & Cafe,Washington,DC,Flute 1/2 with Jam,$7.99,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-57115000000000000/menu/items/2/item-100000020893376832_1672932149.png?size=medium
Paul French Bakery & Cafe,Washington,DC,1/2 Croque Monsieur & Tomato Soup,$10.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-57138000000000000/menu/items/4/item-100000007657663054_1672927650.png?size=medium
Paul French Bakery & Cafe,Washington,DC,Croque Monsieur ( With Side Salad),$13.99,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-57115000000000000/menu/items/6/item-100000020893376846_1672769667.jpg?size=medium
Paul French Bakery & Cafe,Washington,DC,Croque Chicken & Pesto ( With Side Salad),$13.99,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-57115000000000000/menu/items/6/item-100000029264377366_1685124185.png?size=medium
Paul French Bakery & Cafe,Washington,DC,Croque Madame ( with Side Salad),$14.99,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-57115000000000000/menu/items/3/item-100000020508612633_1672770612.png?size=medium
Paul French Bakery & Cafe,Washington,DC,Croissant - Paul Original,$3.99,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-57115000000000000/menu/items/7/item-100000005573121047_1672761096.jpg?size=medium
Paul French Bakery & Cafe,Washington,DC,Croissant - Paul Vegan,$4.69,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-57115000000000000/menu/items/7/item-100000005573121047_1683560221.png?size=medium
Paul French Bakery & Cafe,Washington,DC,Croissant - Chocolate,$4.59,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-57115000000000000/menu/items/3/item-100000005573121043_1685131753.png?size=medium
Paul French Bakery & Cafe,Washington,DC,Croissant - Almond,$5.29,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-57115000000000000/menu/items/5/item-100000005573121045_1672760514.jpg?size=medium
Paul French Bakery & Cafe,Washington,DC,Croissant - Chocolate Almond,$5.49,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-57115000000000000/menu/items/7/item-100000005573121037_1685132122.png?size=medium
Paul French Bakery & Cafe,Washington,DC,Croissant - Strawberry Chantilly,$6.99,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-57115000000000000/menu/items/5/item-100000026068939815_1685119668.png?size=medium
Paul French Bakery & Cafe,Washington,DC,Danish - Cheese,$5.99,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-57115000000000000/menu/items/5/item-100000005573121035_1672762321.jpg?size=medium
Paul French Bakery & Cafe,Washington,DC,Danish - Gourmandise,$5.99,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-57115000000000000/menu/items/7/item-100000005573121357_1672760826.jpg?size=medium
Paul French Bakery & Cafe,Washington,DC,Apricot Anglaise,$6.99,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-57115000000000000/menu/items/4/item-100000007297065054_1672761376.jpg?size=medium
Paul French Bakery & Cafe,Washington,DC,Cookie - Palmier Cookie*,$6.99,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-57115000000000000/menu/items/5/item-100000005573121375_1672761337.jpg?size=medium
Paul French Bakery & Cafe,Washington,DC,Cookie - Paul Chocolate Chip,$3.79,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-57115000000000000/menu/items/9/item-100000005573121039_1672764151.jpg?size=medium
Paul French Bakery & Cafe,Washington,DC,Choux - Sugar Choquettes (10 per bag),$5.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-57115000000000000/menu/items/3/item-100000029266018713_1683570366.png?size=medium
Paul French Bakery & Cafe,Washington,DC,Muffin - Paul Dark Chocolate,$4.29,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-57132000000000000/menu/items/8/item-100000029266215968_1683317015.png?size=medium
Paul French Bakery & Cafe,Washington,DC,Donut - Mini Sugar Donut,$2.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-57115000000000000/menu/items/9/item-100000005573121369_1672764426.png?size=medium
Paul French Bakery & Cafe,Washington,DC,Donut - Mini Chocolate Hazelnut,$2.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-57115000000000000/menu/items/1/item-100000005573121361_1672764308.jpg?size=medium
Paul French Bakery & Cafe,Washington,DC,Paul Red Fruit Cheesecake Slice,$7.99,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-57115000000000000/menu/items/8/item-100000026068264688_1677261323.png?size=medium
Paul French Bakery & Cafe,Washington,DC,Strawberry Fraiser Cake Slice,$9.99,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-57115000000000000/menu/items/5/item-100000005573122165_1672769369.png?size=medium
Paul French Bakery & Cafe,Washington,DC,Fleur De Lys Chocolate Mousse Cake Slice,$7.99,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-57115000000000000/menu/items/0/item-100000007297190700_1677707216.png?size=medium
Paul French Bakery & Cafe,Washington,DC,Three Layer Chocolate Cake Slice,$7.99,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-57115000000000000/menu/items/0/item-100000007296638520_1672769392.png?size=medium
Paul French Bakery & Cafe,Washington,DC,Black Forest Cherry Chocolate Cake Slice,$7.99,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-57115000000000000/menu/items/4/item-100000026066754444_1684245427.png?size=medium
Paul French Bakery & Cafe,Washington,DC,Chocolate Moelleux Cake slice,$7.99,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-57115000000000000/menu/items/8/item-100000026069409038_1675175065.jpg?size=medium
Paul French Bakery & Cafe,Washington,DC,Red Fruit Tart Slice,$6.99,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-57115000000000000/menu/items/5/item-100000005573122185_1672769546.jpg?size=medium
Paul French Bakery & Cafe,Washington,DC,Apple Almond Tart Slice,$6.99,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-57115000000000000/menu/items/7/item-100000005573122187_1672769517.jpg?size=medium
Paul French Bakery & Cafe,Washington,DC,Strawberry Tartlet,$8.99,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-57115000000000000/menu/items/7/item-100000005573122197_1674594076.png?size=medium
Paul French Bakery & Cafe,Washington,DC,Chocolate Tartlet,$8.99,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-57115000000000000/menu/items/1/item-100000005573122191_1672770004.jpg?size=medium
Paul French Bakery & Cafe,Washington,DC,Lemon Tartlet,$7.99,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-57115000000000000/menu/items/3/item-100000005573122193_1672769971.jpg?size=medium
Paul French Bakery & Cafe,Washington,DC,Chocolate Eclair,$7.99,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-57115000000000000/menu/items/7/item-100000005573122167_1675177919.png?size=medium
Paul French Bakery & Cafe,Washington,DC,Vanilla Eclair,$7.99,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-57115000000000000/menu/items/9/item-100000005573122169_1675175208.jpg?size=medium
Paul French Bakery & Cafe,Washington,DC,Large Chocolate Macaron,$7.99,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-57115000000000000/menu/items/9/item-100000026339385629_1675715902.png?size=medium
Paul French Bakery & Cafe,Washington,DC,Large Pistachio Macaron,$7.99,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-57115000000000000/menu/items/5/item-100000005573122155_1675356429.png?size=medium
Paul French Bakery & Cafe,Washington,DC,Large Raspberry Macaron,$7.99,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-57115000000000000/menu/items/7/item-100000005573122157_1675291194.png?size=medium
Paul French Bakery & Cafe,Washington,DC,Large Vanilla Macaron,$7.99,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-57115000000000000/menu/items/9/item-100000005573122159_1675357066.png?size=medium
Paul French Bakery & Cafe,Washington,DC,Cottton Candy Macaron,$7.99,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-57115000000000000/menu/items/0/item-100000036595180980_1702569241.jpg?size=medium
Paul French Bakery & Cafe,Washington,DC,Large Apple and Almond Tart,$65.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-57115000000000000/menu/items/1/item-100000005573122171_1684512972.png?size=medium
Paul French Bakery & Cafe,Washington,DC,Large Red Fruit Tart,$65.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-57115000000000000/menu/items/3/item-100000005573122173_1684513151.png?size=medium
Paul French Bakery & Cafe,Washington,DC,Chocolate Moelleux Cake (Serves 8),$29.99,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-57115000000000000/menu/items/8/item-100000026069409038_1675175065.jpg?size=medium
Paul French Bakery & Cafe,Washington,DC,Paul Red Fruit Cheesecake ( Serves 6),$55.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-57115000000000000/menu/items/8/item-100000026068264688_1677261323.png?size=medium
Paul French Bakery & Cafe,Washington,DC,Paul Strawberry Charlotte Cake ( serves 6),$55.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-57115000000000000/menu/items/7/item-100000026068637557_1674599468.jpg?size=medium
Paul French Bakery & Cafe,Washington,DC,Three Layer Chocolate Cake ( Large Sizes),$45.00+,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-57115000000000000/menu/items/0/item-100000007296638520_1672769392.png?size=medium
Paul French Bakery & Cafe,Washington,DC,Black Forest Cherry Chocolate Cake ( Large Sizes),$45.00+,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-57115000000000000/menu/items/4/item-100000026066754444_1674596845.jpg?size=medium
Paul French Bakery & Cafe,Washington,DC,Salmon Quiche,$14.99,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-57115000000000000/menu/items/7/item-100000009020320347_1673556899.png?size=medium
Paul French Bakery & Cafe,Washington,DC,Vegetable Quiche (V),$12.99,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-57115000000000000/menu/items/7/item-100000005573122027_1673031273.jpg?size=medium
Paul French Bakery & Cafe,Washington,DC,Quiche Lorraine,$12.99,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-57115000000000000/menu/items/2/item-100000006334442622_1672855210.jpg?size=medium
Paul French Bakery & Cafe,Washington,DC,Tomato & Basil Soup (Veg),$7.99,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-57130000000000000/menu/items/6/item-100000005573122326_1672929509.jpg?size=medium
Paul French Bakery & Cafe,Washington,DC,Fruit Salad Cup,$7.99,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-57115000000000000/menu/items/2/item-100000005573121242_1684512602.jpg?size=medium
Paul French Bakery & Cafe,Washington,DC,Yogurt Parfait Strawberry,$7.99,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-57115000000000000/menu/items/7/item-100000006306105367_1684512659.jpg?size=medium
Paul French Bakery & Cafe,Washington,DC,Honey Jar,$3.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-57115000000000000/menu/items/4/item-100000005573122124_1683144583.png?size=medium
Paul French Bakery & Cafe,Washington,DC,Jam Jar - Blueberry,$3.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-57115000000000000/menu/items/6/item-100000005573122126_1683144646.png?size=medium
Paul French Bakery & Cafe,Washington,DC,Jam Jar - Strawberry,$3.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-57115000000000000/menu/items/8/item-100000005573122128_1683144672.png?size=medium
Paul French Bakery & Cafe,Washington,DC,Jam Jar - Apricot,$3.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-57115000000000000/menu/items/9/item-100000021530012399_1683144623.png?size=medium
Paul French Bakery & Cafe,Washington,DC,Deep River Crinkle Cut Chips Zesty Jalepeno,$3.89,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-57115000000000000/menu/items/4/item-100000006555681134_1672770702.png?size=medium
Paul French Bakery & Cafe,Washington,DC,Deep River Crinkle Cut Chips Salt & Vinegar,$3.89,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-57115000000000000/menu/items/2/item-100000006555681132_1673548971.png?size=medium
Paul French Bakery & Cafe,Washington,DC,Deep River Crinkle Cut Chips Plain,$3.89,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-57115000000000000/menu/items/6/item-100000006306113936_1672770753.png?size=medium
Paul French Bakery & Cafe,Washington,DC,Deep River Black Pepper Chips,$3.89,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-57115000000000000/menu/items/4/item-100000016906653364_1672770728.png?size=medium
Paul French Bakery & Cafe,Washington,DC,Garden Side Salad,$5.99,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-57115000000000000/menu/items/8/item-100000005573122138_1685113933.png?size=medium
Paul French Bakery & Cafe,Washington,DC,Cold Brew Coffee,$5.99,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-57115000000000000/menu/items/1/item-100000005573121561_1672951736.jpg?size=medium
